File,Headline,Subhead,Reference_ID,Location,Topic,Major,Year,Quantity,Semester
Marketing_Main,Is dating in college dead?,"Tell us about app fatigue, hookup culture, or why no one asks anyone out anymore.",RH.GEN03.UNI.ALL.x1.SP26,RH,GEN03,UNI,ALL,x1,SP26
Marketing_Main,\$200 for a book you'll open twice?,"Tell us about textbook scams, access codes that expire, or professors who require their own book.",RH.FIN05.UNI.ALL.x1.SP26,RH,FIN05,UNI,ALL,x1,SP26
Marketing_Main,Do you feel safe on campus?,"Tell us about swatting hoaxes, poor lighting, crime alerts, or walking alone at night.",RH.SAF01.UNI.ALL.x1.SP26,RH,SAF01,UNI,ALL,x1,SP26
Marketing_Main,Can you say what you really think?,"Tell us about free speech, DEI debates, classroom tensions, or self-censorship.",RH.GEN04.UNI.ALL.x1.SP26,RH,GEN04,UNI,ALL,x1,SP26
Marketing_Main,Is Respondus watching you too closely?,"Tell us about invasive proctoring software, webcam requirements, or being treated like a suspect.",RH.GRD02.UNI.ALL.x1.SP26,RH,GRD02,UNI,ALL,x1,SP26
Marketing_Main,Six-week wait for counseling?,"Tell us about overwhelmed mental health services, referrals off-campus, or crisis support gaps.",RH.HLT03.UNI.ALL.x1.SP26,RH,HLT03,UNI,ALL,x1,SP26
Marketing_Main,Is your landlord ignoring you?,"Tell us about Five Points slumlords, security deposit theft, or unsafe living conditions.",RH.HOU02.UNI.ALL.x1.SP26,RH,HOU02,UNI,ALL,x1,SP26
Marketing_Main,Working 30 hours and still broke?,"Tell us about balancing jobs with classes, employers who don't respect your schedule, or unpaid internships.",RH.FIN06.UNI.ALL.x1.SP26,RH,FIN06,UNI,ALL,x1,SP26
Marketing_Main,Carrying the whole group again?,"Tell us about freeloaders, professors who ignore complaints, or why group grades are unfair.",RH.GRD03.UNI.ALL.x1.SP26,RH,GRD03,UNI,ALL,x1,SP26
Marketing_Main,Waitlisted for a required class?,"Tell us about courses that are never offered, sections that fill in seconds, or graduating late because of scheduling.",RH.REG01.UNI.ALL.x1.SP26,RH,REG01,UNI,ALL,x1,SP26
Marketing_Main,Jackhammers during your final?,"Tell us about endless construction, blocked walkways, or why the noise never stops.",RH.FAC03.UNI.ALL.x1.SP26,RH,FAC03,UNI,ALL,x1,SP26
Marketing_Main,Did your credits disappear?,"Tell us about transfer students losing credits, AP scores that don't count, or retaking classes you already passed.",RH.REG02.UNI.ALL.x1.SP26,RH,REG02,UNI,ALL,x1,SP26
Marketing_Main,Can only rich kids study abroad?,"Tell us about program costs, limited scholarships, or barriers to international experience.",RH.FIN07.UNI.ALL.x1.SP26,RH,FIN07,UNI,ALL,x1,SP26
Marketing_Main,Why is your club always broke?,"Tell us about student org funding, SG politics, or how money really gets allocated.",RH.FIN08.UNI.ALL.x1.SP26,RH,FIN08,UNI,ALL,x1,SP26
Marketing_Main,100 emails and none of them matter?,"Tell us about inbox chaos, spam from the university, or missing the one email that actually mattered.",RH.GEN05.UNI.ALL.x1.SP26,RH,GEN05,UNI,ALL,x1,SP26
Marketing_Main,Did they change your requirements mid-degree?,"Tell us about shifting graduation rules, catalog year confusion, or being blindsided by new policies.",RH.REG03.UNI.ALL.x1.SP26,RH,REG03,UNI,ALL,x1,SP26
Marketing_Main,Did Career Services actually help?,"Tell us about resume reviews that missed the mark, job fairs with no jobs, or preparing for the real world alone.",RH.CRR03.UNI.ALL.x1.SP26,RH,CRR03,UNI,ALL,x1,SP26
Marketing_Main,Is this campus actually accessible?,"Tell us about broken elevators, inaccessible buildings, or accommodations that never came through.",RH.FAC04.UNI.ALL.x1.SP26,RH,FAC04,UNI,ALL,x1,SP26
Marketing_Main,Already asking for donations?,"Tell us about alumni spam before you've even graduated, or why the university wants money when you're still in debt.",RH.FIN09.UNI.ALL.x1.SP26,RH,FIN09,UNI,ALL,x1,SP26
Marketing_Universal,Honors College promises vs. reality?,"Tell us about priority registration myths, housing that's not better, and the prestige gap.",RH.FRE01.UNI.FR.x1.SP26,RH,FRE01,UNI,FR,x1,SP26
Marketing_Universal,First-year seminar: useful or filler?,"Tell us about University 101, mandatory courses, and what freshmen actually need.",RH.FRE02.UNI.FR.x1.SP26,RH,FRE02,UNI,FR,x1,SP26
Marketing_Universal,Orientation sold you a dream?,"Tell us about expectations vs. reality, marketing vs. truth, and campus life as-advertised.",RH.FRE03.UNI.FR.x1.SP26,RH,FRE03,UNI,FR,x1,SP26
Marketing_Universal,Making friends is harder than they said?,"Tell us about loneliness, finding your people, and social life beyond the brochure.",RH.FRE04.UNI.FR.x1.SP26,RH,FRE04,UNI,FR,x1,SP26
Marketing_Universal,Freshman 15: stress or the food?,"Tell us about first-year adjustment, health habits, and campus wellness support.",RH.FRE05.UNI.FR.x1.SP26,RH,FRE05,UNI,FR,x1,SP26
Marketing_Universal,Roommate from hell?,"Tell us about housing assignments, conflict resolution that doesn't work, and living with strangers.",RH.FRE06.UNI.FR.x1.SP26,RH,FRE06,UNI,FR,x1,SP26
Marketing_Universal,Did anyone tell you about the hidden fees?,"Tell us about costs that aren't in the tuition bill, surprise charges, and financial planning failures.",RH.FIN01.UNI.FR.x1.SP26,RH,FIN01,UNI,FR,x1,SP26
Marketing_Universal,Undeclared and panicking?,"Tell us about major pressure, exploration vs. deadlines, and deciding your future at 18.",RH.ADV01.UNI.FR.x1.SP26,RH,ADV01,UNI,FR,x1,SP26
Marketing_Universal,Meal swipes that expire?,"Tell us about use-it-or-lose-it plans, dining dollar math, and systems designed to take your money.",RH.DIN01.UNI.ALL.x1.SP26,RH,DIN01,UNI,ALL,x1,SP26
Marketing_Universal,Patterson Hall elevator working this week?,"Tell us about dorm maintenance, accessibility failures, and buildings that don't function.",RH.HOU01.UNI.ALL.x1.SP26,RH,HOU01,UNI,ALL,x1,SP26
Marketing_Universal,Is the West Quad haunted or just neglected?,"Tell us about building conditions, renovation priorities, and which students get nice things.",RH.HOU02.UNI.ALL.x1.SP26,RH,HOU02,UNI,ALL,x1,SP26
Marketing_Universal,Honors Residence but the laundry is still broken?,"Tell us about premium housing that doesn't deliver, amenity gaps, and what you're paying for.",RH.HOU03.UNI.ALL.x1.SP26,RH,HOU03,UNI,ALL,x1,SP26
Marketing_Universal,Russell House food court options: adequate?,"Tell us about dining variety, quality, and whether campus food serves students or contracts.",RH.DIN02.UNI.ALL.x1.SP26,RH,DIN02,UNI,ALL,x1,SP26
Marketing_Universal,Is the Greek Village the only nice housing?,"Tell us about facility inequality, who gets resources, and housing as a class marker.",RH.HOU04.UNI.ALL.x1.SP26,RH,HOU04,UNI,ALL,x1,SP26
Marketing_Universal,Fire alarm at 3 AM again?,"Tell us about false alarms, burnt popcorn protocols, and dorm life disruptions.",RH.HOU05.UNI.ALL.x1.SP26,RH,HOU05,UNI,ALL,x1,SP26
Marketing_Universal,Campus shuttle never on time?,"Tell us about transportation, route gaps, and getting around without a car.",RH.TRN01.UNI.ALL.x1.SP26,RH,TRN01,UNI,ALL,x1,SP26
Marketing_Universal,Registration crashed at 7:00:01 AM?,"Tell us about server failures, panicked refreshing, and systems that can't handle demand.",RH.REG01.UNI.ALL.x1.SP26,RH,REG01,UNI,ALL,x1,SP26
Marketing_Universal,Waitlisted for your own major's class?,"Tell us about enrollment caps, seat scarcity, and graduating on time despite the university.",RH.REG02.UNI.ALL.x1.SP26,RH,REG02,UNI,ALL,x1,SP26
Marketing_Universal,8 AM section or nothing?,"Tell us about scheduling that ignores students, early classes nobody wants, and flexibility myths.",RH.REG03.UNI.ALL.x1.SP26,RH,REG03,UNI,ALL,x1,SP26
Marketing_Universal,Four-year plan? More like five-year reality.,"Tell us about graduation timelines, course availability, and delayed degrees.",RH.REG04.UNI.ALL.x1.SP26,RH,REG04,UNI,ALL,x1,SP26
Marketing_Universal,Prerequisite chain blocking your progress?,"Tell us about class sequences, bottleneck courses, and systems that trap you.",RH.REG05.UNI.ALL.x1.SP26,RH,REG05,UNI,ALL,x1,SP26
Marketing_Universal,Professor ratings don't match reality?,"Tell us about RateMyProfessor, choosing classes blind, and information gaps.",RH.PRF01.UNI.ALL.x1.SP26,RH,PRF01,UNI,ALL,x1,SP26
Marketing_Universal,Summer classes cost extra?,"Tell us about catching up costing more, summer pricing, and being punished for falling behind.",RH.FIN02.UNI.ALL.x1.SP26,RH,FIN02,UNI,ALL,x1,SP26
Marketing_Universal,Dropped a class and lost full-time status?,"Tell us about financial aid cliffs, credit hour requirements, and inflexible systems.",RH.FIN03.UNI.ALL.x1.SP26,RH,FIN03,UNI,ALL,x1,SP26
Marketing_Universal,Russell House but nowhere to sit?,"Tell us about overcrowded spaces, study spot scarcity, and campus that's outgrown itself.",RH.FAC01.UNI.ALL.x1.SP26,RH,FAC01,UNI,ALL,x1,SP26
Marketing_Universal,Thomas Cooper Library quiet floor... isn't?,"Tell us about study environment, noise, and spaces that don't serve their purpose.",LIBR.FAC01.UNI.ALL.x1.SP26,LIBR,FAC01,UNI,ALL,x1,SP26
Marketing_Universal,Is the Horseshoe just for photos?,"Tell us about campus aesthetics vs. functionality, tradition vs. access, and who USC is for.",RH.FAC02.UNI.ALL.x1.SP26,RH,FAC02,UNI,ALL,x1,SP26
Marketing_Universal,Campus event but no one showed up?,"Tell us about programming, student engagement, and activities that miss the mark.",RH.EVT01.UNI.ALL.x1.SP26,RH,EVT01,UNI,ALL,x1,SP26
Marketing_Universal,Free food is the only reason you came?,"Tell us about event incentives, student motivation, and what actually draws a crowd.",RH.EVT02.UNI.ALL.x1.SP26,RH,EVT02,UNI,ALL,x1,SP26
Marketing_Universal,Is every club just a resume line?,"Tell us about authenticity, involvement for involvement's sake, and finding real community.",RH.CLB01.UNI.ALL.x1.SP26,RH,CLB01,UNI,ALL,x1,SP26
Marketing_Universal,Student Government does what exactly?,"Tell us about SG relevance, representation, and whether campus politics matters.",RH.SGA01.UNI.ALL.x1.SP26,RH,SGA01,UNI,ALL,x1,SP26
Marketing_Universal,Intramural sports but you can't get on a team?,"Tell us about rec access, competitive leagues, and casual players getting shut out.",RH.REC01.UNI.ALL.x1.SP26,RH,REC01,UNI,ALL,x1,SP26
Marketing_Universal,Campus feels dead on weekends?,"Tell us about commuter culture, suitcase school vibes, and why everyone leaves.",RH.FAC03.UNI.ALL.x1.SP26,RH,FAC03,UNI,ALL,x1,SP26
Marketing_Universal,Five Points: love it or survive it?,"Tell us about nightlife, safety, bar culture, and Columbia's college scene.",RH.NIT01.UNI.ALL.x1.SP26,RH,NIT01,UNI,ALL,x1,SP26
Marketing_Universal,Graduating in 4 years? That's optimistic.,"Tell us about timeline realities, credit requirements, and the six-year norm.",RH.GRA01.UNI.SR.x1.SP26,RH,GRA01,UNI,SR,x1,SP26
Marketing_Universal,Cap and gown costs HOW much?,"Tell us about graduation fees, ceremony costs, and one last money grab.",RH.GRA02.UNI.SR.x1.SP26,RH,GRA02,UNI,SR,x1,SP26
Marketing_Universal,Senior year and still no job lined up?,"Tell us about post-grad anxiety, the application void, and entering the unknown.",RH.JOB01.UNI.SR.x1.SP26,RH,JOB01,UNI,SR,x1,SP26
Marketing_Universal,Is graduation just an expensive photo op?,"Tell us about ceremony value, family pressure, and what commencement actually means.",RH.GRA03.UNI.SR.x1.SP26,RH,GRA03,UNI,SR,x1,SP26
Marketing_Universal,Degree in hand but imposter syndrome won?,"Tell us about readiness, confidence, and whether college prepared you.",RH.GRA04.UNI.SR.x1.SP26,RH,GRA04,UNI,SR,x1,SP26
Marketing_Universal,Alumni network works for everyone else?,"Tell us about networking inequality, who gets connected, and access vs. achievement.",RH.ALM01.UNI.SR.x1.SP26,RH,ALM01,UNI,SR,x1,SP26
Marketing_Universal,Entry-level job requires 3 years experience?,"Tell us about job market absurdity, qualification inflation, and catching your first break.",RH.JOB02.UNI.SR.x1.SP26,RH,JOB02,UNI,SR,x1,SP26
Marketing_Universal,Is a master's degree the new bachelor's?,"Tell us about credential creep, graduate school pressure, and when enough is enough.",RH.JOB03.UNI.SR.x1.SP26,RH,JOB03,UNI,SR,x1,SP26
Marketing_Universal,Something bothering you? Tell us.,"We'll publish your complaints, hot takes, unpopular opinions, and everything in between.",RH.GEN01.UNI.ALL.x1.SP26,RH,GEN01,UNI,ALL,x1,SP26
Marketing_Universal,Agree to disagree? We'll publish both sides.,"Tell us your perspective---whether popular or not, we want to hear it.",RH.GEN02.UNI.ALL.x1.SP26,RH,GEN02,UNI,ALL,x1,SP26
Marketing_Engineering,Swearingen AC broken again?,Tell us about the building that teaches HVAC but can't regulate its own temperature.,SWGN.FAC01.ENG.ALL.x1.SP26,SWGN,FAC01,ENG,ALL,x1,SP26
Marketing_Engineering,Senior design budget: \$200?,"Tell us about capstone projects, material costs, and building the future on a shoestring.",SWGN.GRD01.ENG.SR.x1.SP26,SWGN,GRD01,ENG,SR,x1,SP26
Marketing_Engineering,Engineering homework takes 40 hours a week?,"Tell us about workload, sleep deprivation, and whether the grind is worth it.",SWGN.GRD02.ENG.ALL.x1.SP26,SWGN,GRD02,ENG,ALL,x1,SP26
Marketing_Engineering,Lab partner did nothing but got the same grade?,"Tell us about group work in engineering, accountability, and carrying the team.",SWGN.GRD03.ENG.ALL.x1.SP26,SWGN,GRD03,ENG,ALL,x1,SP26
Marketing_Engineering,MechE but never touched a machine?,"Tell us about hands-on learning gaps, theory overload, and practical skills.",SWGN.GRD04.ENG.ALL.x1.SP26,SWGN,GRD04,ENG,ALL,x1,SP26
Marketing_Engineering,CivE but campus sidewalks crumbling?,"Tell us about infrastructure irony, campus maintenance, and practicing what we teach.",SWGN.FAC02.ENG.ALL.x1.SP26,SWGN,FAC02,ENG,ALL,x1,SP26
Marketing_Engineering,ChemE with lab safety violations?,"Tell us about lab conditions, equipment concerns, and whether safety comes first.",SWGN.SAF01.ENG.ALL.x1.SP26,SWGN,SAF01,ENG,ALL,x1,SP26
Marketing_Engineering,EE but the outlets don't work?,"Tell us about building problems, study spaces, and basic functionality.",SWGN.FAC03.ENG.ALL.x1.SP26,SWGN,FAC03,ENG,ALL,x1,SP26
Marketing_Engineering,Aerospace but never seen a plane?,"Tell us about industry connections, experiential learning, and bridging classroom to career.",SWGN.CRR01.ENG.ALL.x1.SP26,SWGN,CRR01,ENG,ALL,x1,SP26
Marketing_Engineering,Is the engineering curve a feature or a bug?,"Tell us about grading practices, competition vs. collaboration, and mental health.",SWGN.GRD05.ENG.ALL.x1.SP26,SWGN,GRD05,ENG,ALL,x1,SP26
Marketing_Engineering,Coding on lab computers from 2010?,"Tell us about outdated hardware, slow compilers, and tech that doesn't tech.",SWGN.FAC04.ENG.ALL.x1.SP26,SWGN,FAC04,ENG,ALL,x1,SP26
Marketing_Engineering,Stack Overflow knows more than your TA?,"Tell us about teaching quality, office hours that don't help, and self-teaching everything.",SWGN.PRF01.ENG.ALL.x1.SP26,SWGN,PRF01,ENG,ALL,x1,SP26
Marketing_Engineering,CS curriculum five years behind?,"Tell us about learning languages no one uses, missing modern frameworks, and catching up on your own.",SWGN.GRD06.ENG.ALL.x1.SP26,SWGN,GRD06,ENG,ALL,x1,SP26
Marketing_Engineering,Is CSCE 146 a graduation gatekeeper?,"Tell us about weed-out courses, high fail rates, and bottleneck classes.",SWGN.REG01.ENG.ALL.x1.SP26,SWGN,REG01,ENG,ALL,x1,SP26
Marketing_Engineering,Group coding project but nobody uses Git?,"Tell us about collaboration chaos, version control nightmares, and basic skills gaps.",SWGN.GRD07.ENG.ALL.x1.SP26,SWGN,GRD07,ENG,ALL,x1,SP26
Marketing_Engineering,Cyber major but campus Wi-Fi isn't?,"Tell us about network problems, security practices, and institutional irony.",SWGN.FAC05.ENG.ALL.x1.SP26,SWGN,FAC05,ENG,ALL,x1,SP26
Marketing_Engineering,Intern pay beats your prof's salary?,"Tell us about industry vs. academia, talent drain, and who's teaching the future.",SWGN.PRF02.ENG.ALL.x1.SP26,SWGN,PRF02,ENG,ALL,x1,SP26
Marketing_Engineering,AI is everywhere but your AI class is waitlisted?,"Tell us about hot topics, limited seats, and demand that outpaces supply.",SWGN.REG02.ENG.ALL.x1.SP26,SWGN,REG02,ENG,ALL,x1,SP26
Marketing_Engineering,Research opportunity or free labor?,"Tell us about unpaid positions, resume padding, and exploitation dressed as experience.",SWGN.CRR02.ENG.ALL.x1.SP26,SWGN,CRR02,ENG,ALL,x1,SP26
Marketing_Engineering,BME but med school ignores you?,"Tell us about pathway confusion, professional school admissions, and interdisciplinary challenges.",SWGN.ADV01.ENG.ALL.x1.SP26,SWGN,ADV01,ENG,ALL,x1,SP26
Marketing_Engineering,"IE major? ""What even is that?""","Tell us about explaining your major, career paths, and underrated fields.",SWGN.CRR03.ENG.ALL.x1.SP26,SWGN,CRR03,ENG,ALL,x1,SP26
Marketing_Engineering,Co-op killed your graduation timeline?,"Tell us about work terms, delayed timelines, and the co-op trade-off.",SWGN.CRR04.ENG.ALL.x1.SP26,SWGN,CRR04,ENG,ALL,x1,SP26
Marketing_Business,Excel crashed during your final?,"Tell us about outdated software, lab computers that freeze, and lost work.",DMSB.FAC01.BUS.ALL.x1.SP26,DMSB,FAC01,BUS,ALL,x1,SP26
Marketing_Business,Internship required but they're all unpaid?,"Tell us about labor exploitation, resume building for free, and who can afford to work for nothing.",DMSB.CRR01.BUS.ALL.x1.SP26,DMSB,CRR01,BUS,ALL,x1,SP26
Marketing_Business,Accounting exam curved to a C average?,"Tell us about weed-out culture, grade deflation, and survival mode.",DMSB.GRD01.BUS.ALL.x1.SP26,DMSB,GRD01,BUS,ALL,x1,SP26
Marketing_Business,Big Four recruiting or Big Four brainwashing?,"Tell us about career fairs, corporate culture, and whether you're choosing or being chosen.",DMSB.CRR02.BUS.ALL.x1.SP26,DMSB,CRR02,BUS,ALL,x1,SP26
Marketing_Business,Finance major but you can't afford rent?,Tell us about the irony of studying money while being broke.,DMSB.FIN01.BUS.ALL.x1.SP26,DMSB,FIN01,BUS,ALL,x1,SP26
Marketing_Business,CPA prep on top of everything else?,"Tell us about certification pressure, extra exams, and the credential arms race.",DMSB.GRD02.BUS.ALL.x1.SP26,DMSB,GRD02,BUS,ALL,x1,SP26
Marketing_Business,Group project carried by one person again?,"Tell us about freeloaders, unfair grades, and professors who don't intervene.",DMSB.GRD03.BUS.ALL.x1.SP26,DMSB,GRD03,BUS,ALL,x1,SP26
Marketing_Business,Case competition but no budget for travel?,"Tell us about paying to compete, funding gaps, and who gets opportunities.",DMSB.FIN02.BUS.ALL.x1.SP26,DMSB,FIN02,BUS,ALL,x1,SP26
Marketing_Business,Marketing class but the examples are from 2010?,"Tell us about outdated curricula, irrelevant case studies, and catching up to the real world.",DMSB.GRD04.BUS.ALL.x1.SP26,DMSB,GRD04,BUS,ALL,x1,SP26
Marketing_Business,Management theory but your manager is terrible?,"Tell us about campus jobs, bad supervisors, and practicing what's preached.",DMSB.PRF01.BUS.ALL.x1.SP26,DMSB,PRF01,BUS,ALL,x1,SP26
Marketing_Business,Every class a group presentation?,"Tell us about soft skills vs. hard skills, and what you're actually learning.",DMSB.GRD05.BUS.ALL.x1.SP26,DMSB,GRD05,BUS,ALL,x1,SP26
Marketing_Business,LinkedIn culture making you anxious?,"Tell us about personal branding pressure, performative networking, and being yourself.",DMSB.CRR03.BUS.ALL.x1.SP26,DMSB,CRR03,BUS,ALL,x1,SP26
Marketing_Business,Study abroad mandatory but scholarships aren't?,"Tell us about IB requirements, financial barriers, and who international business is really for.",DMSB.FIN03.BUS.ALL.x1.SP26,DMSB,FIN03,BUS,ALL,x1,SP26
Marketing_Business,Global perspective from a Columbia classroom?,Tell us about learning international business without leaving South Carolina.,DMSB.GRD06.BUS.ALL.x1.SP26,DMSB,GRD06,BUS,ALL,x1,SP26
Marketing_Business,IB major but passport's still empty?,"Tell us about travel costs, visa complications, and experiencing the world on a budget.",DMSB.FIN04.BUS.ALL.x1.SP26,DMSB,FIN04,BUS,ALL,x1,SP26
Marketing_Business,Language req but no native speakers?,"Tell us about language learning, immersion opportunities, and classroom-only fluency.",DMSB.GRD07.BUS.ALL.x1.SP26,DMSB,GRD07,BUS,ALL,x1,SP26
Marketing_Business,Is the Moore School too corporate?,"Tell us about business school culture, diversity of thought, and alternative paths.",DMSB.GEN01.BUS.ALL.x1.SP26,DMSB,GEN01,BUS,ALL,x1,SP26
Marketing_Business,Supply Chain but never seen a factory?,"Tell us about experiential learning gaps, theory vs. practice, and real-world exposure.",DMSB.CRR04.BUS.ALL.x1.SP26,DMSB,CRR04,BUS,ALL,x1,SP26
Marketing_Athletics,Is Beamer on borrowed time?,"Tell us about your confidence in Shane Beamer after a 4-8 season, the coaching staff, and what the program needs.",RH.FTB01.UNI.ALL.x1.SP26,RH,FTB01,UNI,ALL,x1,SP26
Marketing_Athletics,4th quarter collapses: who's to blame?,"Tell us about play-calling, late-game failures, and why we can't finish games.",RH.FTB02.UNI.ALL.x1.SP26,RH,FTB02,UNI,ALL,x1,SP26
Marketing_Athletics,Transfer portal chaos: rebuilding or falling apart?,"Tell us about the 16 players who left, incoming transfers, and roster turnover.",RH.FTB03.UNI.ALL.x1.SP26,RH,FTB03,UNI,ALL,x1,SP26
Marketing_Athletics,Was Sellers' return worth \$2M+?,"Tell us about LaNorris Sellers' NIL deal, quarterback play, and whether the money is deserved.",RH.FTB04.UNI.ALL.x1.SP26,RH,FTB04,UNI,ALL,x1,SP26
Marketing_Athletics,Can Kendal Briles fix this offense?,"Tell us about the new OC hire, play-calling changes, and your expectations for 2026.",RH.FTB05.UNI.ALL.x1.SP26,RH,FTB05,UNI,ALL,x1,SP26
Marketing_Athletics,Clemson: still our biggest game?,"Tell us about the Palmetto Bowl rivalry, losing 7 of the last 10, and what Tiger Burn means to you.",RH.FTB06.UNI.ALL.x1.SP26,RH,FTB06,UNI,ALL,x1,SP26
Marketing_Athletics,NIL arms race: can we compete?,"Tell us about Garnet Trust, NIL funding, and whether South Carolina can keep up with SEC powerhouses.",RH.FTB07.UNI.ALL.x1.SP26,RH,FTB07,UNI,ALL,x1,SP26
Marketing_Athletics,Is loyalty enabling mediocrity?,"Tell us about showing up despite losing, fan expectations, and what winning means to you.",RH.FTB08.UNI.ALL.x1.SP26,RH,FTB08,UNI,ALL,x1,SP26
Marketing_Athletics,Dead last in the SEC: fire Paris?,"Tell us about Lamont Paris, the complete roster overhaul, and whether he deserves another chance.",COL.BBL01.UNI.ALL.x1.SP26,COL,BBL01,UNI,ALL,x1,SP26
Marketing_Athletics,108-74 blowout: rock bottom?,"Tell us about the Arkansas loss, Colonial Life attendance, and what would bring you back.",COL.BBL02.UNI.ALL.x1.SP26,COL,BBL02,UNI,ALL,x1,SP26
Marketing_Athletics,Picked last. Deserve better?,"Tell us about being picked to finish last, what the program needs, and your basketball memories.",COL.BBL03.UNI.ALL.x1.SP26,COL,BBL03,UNI,ALL,x1,SP26
Marketing_Athletics,Dawn Staley: worth every penny?,"Tell us about what Dawn Staley means to this university, women's basketball games, and paying coaches.",COL.BBL04.UNI.ALL.x1.SP26,COL,BBL04,UNI,ALL,x1,SP26
Marketing_Athletics,Injuries derailing another title run?,"Tell us about losing Watkins and Kitts, team depth, and your gameday experience.",COL.BBL05.UNI.ALL.x1.SP26,COL,BBL05,UNI,ALL,x1,SP26
Marketing_Athletics,Women's basketball sells out. Men's doesn't.,"Tell us about attendance disparity, which games you attend, and what draws a crowd.",COL.BBL06.UNI.ALL.x1.SP26,COL,BBL06,UNI,ALL,x1,SP26
Marketing_Athletics,\$350M stadium renovations: worth it?,"Tell us about Williams-Brice renovation plans, student section upgrades, and what changes you want.",RH.ATH01.UNI.ALL.x1.SP26,RH,ATH01,UNI,ALL,x1,SP26
Marketing_Athletics,Did you notice the extra \$300?,"Tell us about the athletics fee surprise, what your money funds, and whether students should subsidize sports.",RH.ATH02.UNI.ALL.x1.SP26,RH,ATH02,UNI,ALL,x1,SP26
Marketing_Athletics,Denied a ticket again?,"Tell us about the Cockpit lottery, gaming the points system, and why paying \$400 doesn't guarantee a seat.",RH.ATH03.UNI.ALL.x1.SP26,RH,ATH03,UNI,ALL,x1,SP26
Marketing_Athletics,Too hot to cheer?,"Tell us about early-season heat conditions, leaving at halftime, and why students have no shade.",RH.ATH04.UNI.ALL.x1.SP26,RH,ATH04,UNI,ALL,x1,SP26
